year,FIPS,area_name,age_in_yrs_num,age_in_yrs_char,total,total_male,total_female,nh_white_total,nh_white_male,nh_white_female,nh_black_total,nh_black_male,nh_black_female,hispanic_total,hispanic_male,hispanic_female,nh_asian_total,nh_asian_male,nh_asian_female,nh_other_total,nh_other_male,nh_other_female
2026,113,Dallas County,92,92 yrs,2003,647,1356,1211,397,814,366,89,277,320,119,201,99,41,58,7,1,6
2026,113,Dallas County,93,93 yrs,1625,497,1128,997,312,685,306,68,238,236,81,155,80,35,45,6,1,5
2026,113,Dallas County,94,94 yrs,1281,385,896,817,248,569,199,44,155,192,68,124,68,24,44,5,1,4
2026,113,Dallas County,95,95+ yrs,3643,967,2676,2185,579,1606,669,122,547,577,190,387,197,74,123,15,2,13
2027,113,Dallas County,-1,All Ages,2994576,1460966,1533610,762733,376140,386593,687806,319453,368353,1217129,605554,611575,256492,126170,130322,70416,33649,36767
2027,113,Dallas County,0,< 1 yr,45562,23247,22315,8240,4202,4038,9397,4796,4601,22708,11582,11126,3334,1705,1629,1883,962,921
2027,113,Dallas County,1,1 yr,45001,22910,22091,8222,4191,4031,9363,4759,4604,22306,11364,10942,3273,1662,1611,1837,934,903
2027,113,Dallas County,2,2 yrs,44688,22765,21923,8253,4207,4046,9415,4791,4624,21987,11196,10791,3227,1648,1579,1806,923,883
2027,113,Dallas County,3,3 yrs,44377,22567,21810,8291,4227,4064,9462,4800,4662,21657,11021,10636,3191,1616,1575,1776,903,873
2027,113,Dallas County,4,4 yrs,44095,22435,21660,8330,4247,4083,9504,4825,4679,21342,10854,10488,3169,1614,1555,1750,895,855
2027,113,Dallas County,5,5 yrs,43819,22254,21565,8372,4267,4105,9542,4831,4711,21036,10690,10346,3146,1589,1557,1723,877,846
2027,113,Dallas County,6,6 yrs,43540,22106,21434,8438,4297,4141,9556,4845,4711,20714,10506,10208,3129,1588,1541,1703,870,833
2027,113,Dallas County,7,7 yrs,43282,21920,21362,8505,4326,4179,9565,4840,4725,20414,10333,10081,3121,1572,1549,1677,849,828
2027,113,Dallas County,8,8 yrs,43010,21776,21234,8558,4349,4209,9566,4849,4717,20129,10168,9961,3105,1572,1533,1652,838,814
2027,113,Dallas County,9,9 yrs,42753,21587,21166,8602,4367,4235,9554,4833,4721,19871,10016,9855,3099,1556,1543,1627,815,812
2027,113,Dallas County,10,10 yrs,42489,21443,21046,8625,4376,4249,9539,4831,4708,19639,9877,9762,3087,1557,1530,1599,802,797
2027,113,Dallas County,11,11 yrs,42237,21299,20938,8640,4375,4265,9390,4751,4639,19544,9843,9701,3111,1558,1553,1552,772,780
2027,113,Dallas County,12,12 yrs,41978,21202,20776,8633,4362,4271,9239,4684,4555,19478,9827,9651,3124,1576,1548,1504,753,751
2027,113,Dallas County,13,13 yrs,41673,21031,20642,8605,4340,4265,9059,4588,4471,19427,9811,9616,3131,1571,1560,1451,721,730
2027,113,Dallas County,14,14 yrs,41337,20888,20449,8559,4308,4251,8861,4496,4365,19400,9809,9591,3120,1577,1543,1397,698,699
2027,113,Dallas County,15,15 yrs,40924,20660,20264,8505,4284,4221,8626,4364,4262,19350,9792,9558,3098,1554,1544,1345,666,679
2027,113,Dallas County,16,16 yrs,41616,20986,20630,8879,4456,4423,8531,4316,4215,19593,9892,9701,3305,1669,1636,1308,653,655
2027,113,Dallas County,17,17 yrs,41279,20767,20512,6977,3532,3445,8503,4308,4195,21355,10652,10703,3240,1682,1558,1204,593,611
2027,113,Dallas County,18,18 yrs,40605,20471,20134,6628,3343,3285,8189,4127,4062,21275,10762,10513,3336,1692,1644,1177,547,630
2027,113,Dallas County,19,19 yrs,39962,20297,19665,6193,3080,3113,7933,4111,3822,21209,10802,10407,3417,1723,1694,1210,581,629
2027,113,Dallas County,20,20 yrs,40706,20605,20101,6396,3267,3129,8122,4195,3927,21570,10888,10682,3538,1775,1763,1080,480,600
2027,113,Dallas County,21,21 yrs,41159,20542,20617,6592,3336,3256,8476,4243,4233,21161,10524,10637,3796,1913,1883,1134,526,608
2027,113,Dallas County,22,22 yrs,41809,20710,21099,7138,3594,3544,8735,4347,4388,20850,10283,10567,4030,1995,2035,1056,491,565
2027,113,Dallas County,23,23 yrs,42907,21200,21707,7893,3953,3940,9085,4431,4654,20387,10049,10338,4424,2246,2178,1118,521,597
2027,113,Dallas County,24,24 yrs,43843,21548,22295,8400,4274,4126,9362,4563,4799,20268,9927,10341,4681,2246,2435,1132,538,594
2027,113,Dallas County,25,25 yrs,46155,22653,23502,9289,4699,4590,10106,4922,5184,20933,10273,10660,4732,2237,2495,1095,522,573
2027,113,Dallas County,26,26 yrs,46710,23060,23650,9663,5011,4652,10242,5044,5198,20569,10020,10549,5099,2483,2616,1137,502,635
2027,113,Dallas County,27,27 yrs,45952,22425,23527,9676,4942,4734,10812,5166,5646,19609,9551,10058,4719,2218,2501,1136,548,588
2027,113,Dallas County,28,28 yrs,44636,21792,22844,9854,5115,4739,10659,5150,5509,18469,8793,9676,4485,2226,2259,1169,508,661
2027,113,Dallas County,29,29 yrs,44083,21590,22493,9847,5116,4731,11030,5393,5637,17578,8348,9230,4426,2195,2231,1202,538,664
2027,113,Dallas County,30,30 yrs,44329,21488,22841,10369,5391,4978,11400,5428,5972,16982,8086,8896,4446,2075,2371,1132,508,624
2027,113,Dallas County,31,31 yrs,44258,21517,22741,10265,5302,4963,11662,5703,5959,16652,7752,8900,4501,2200,2301,1178,560,618
2027,113,Dallas County,32,32 yrs,44992,22145,22847,10558,5533,5025,12511,6054,6457,16208,7736,8472,4500,2267,2233,1215,555,660
2027,113,Dallas County,33,33 yrs,44152,21490,22662,10256,5369,4887,12635,6077,6558,15665,7415,8250,4474,2118,2356,1122,511,611
2027,113,Dallas County,34,34 yrs,43387,21145,22242,9820,5136,4684,13298,6394,6904,15362,7276,8086,3800,1864,1936,1107,475,632
2027,113,Dallas County,35,35 yrs,42533,20837,21696,9938,5134,4804,12832,6266,6566,14864,7082,7782,3933,1914,2019,966,441,525
2027,113,Dallas County,36,36 yrs,42767,20939,21828,10078,5209,4869,12716,6068,6648,14968,7139,7829,4003,2046,1957,1002,477,525
2027,113,Dallas County,37,37 yrs,42009,20667,21342,10156,5315,4841,12258,5737,6521,14568,7141,7427,4063,2027,2036,964,447,517
2027,113,Dallas County,38,38 yrs,40460,19778,20682,9830,4906,4924,11383,5318,6065,14205,7145,7060,4196,2043,2153,846,366,480
2027,113,Dallas County,39,39 yrs,40787,20147,20640,10439,5191,5248,10760,4953,5807,14584,7334,7250,4140,2291,1849,864,378,486
2027,113,Dallas County,40,40 yrs,40609,19711,20898,10807,5285,5522,10294,4729,5565,14637,7384,7253,4048,1983,2065,823,330,493
2027,113,Dallas County,41,41 yrs,41152,19850,21302,11232,5480,5752,10119,4480,5639,14703,7379,7324,4259,2109,2150,839,402,437
2027,113,Dallas County,42,42 yrs,39438,19323,20115,10763,5255,5508,9416,4241,5175,14574,7381,7193,3929,2112,1817,756,334,422
2027,113,Dallas County,43,43 yrs,39173,18998,20175,10410,5251,5159,9079,4059,5020,14612,7349,7263,4332,1989,2343,740,350,390
2027,113,Dallas County,44,44 yrs,40462,19592,20870,10530,5306,5224,9242,4062,5180,15490,7776,7714,4401,2091,2310,799,357,442
2027,113,Dallas County,45,45 yrs,39412,19308,20104,10122,5092,5030,8883,3938,4945,15481,7892,7589,4157,2032,2125,769,354,415
2027,113,Dallas County,46,46 yrs,39432,19117,20315,9938,4979,4959,8951,3918,5033,15972,8105,7867,3940,1815,2125,631,300,331
2027,113,Dallas County,47,47 yrs,39562,19385,20177,9479,4826,4653,8884,3872,5012,16496,8392,8104,4000,1958,2042,703,337,366
2027,113,Dallas County,48,48 yrs,36459,17939,18520,8715,4436,4279,8214,3622,4592,15354,7842,7512,3581,1751,1830,595,288,307
2027,113,Dallas County,49,49 yrs,36413,17824,18589,8575,4325,4250,7819,3380,4439,16052,8200,7852,3413,1684,1729,554,235,319
2027,113,Dallas County,50,50 yrs,35822,17348,18474,8418,4325,4093,7725,3334,4391,15836,7852,7984,3297,1585,1712,546,252,294
2027,113,Dallas County,51,51 yrs,35650,17130,18520,8217,4164,4053,7398,3141,4257,15946,7870,8076,3573,1699,1874,516,256,260
2027,113,Dallas County,52,52 yrs,36278,17792,18486,8462,4322,4140,7424,3239,4185,16446,8273,8173,3437,1710,1727,509,248,261
2027,113,Dallas County,53,53 yrs,34160,16483,17677,8064,4069,3995,7217,3078,4139,15216,7515,7701,3251,1617,1634,412,204,208
2027,113,Dallas County,54,54 yrs,34427,16878,17549,8353,4312,4041,7393,3220,4173,15067,7562,7505,3113,1531,1582,501,253,248
2027,113,Dallas County,55,55 yrs,34753,16974,17779,8863,4491,4372,7590,3319,4271,14819,7389,7430,3035,1549,1486,446,226,220
2027,113,Dallas County,56,56 yrs,35008,16965,18043,9610,4904,4706,7773,3327,4446,14189,7004,7185,2968,1511,1457,468,219,249
2027,113,Dallas County,57,57 yrs,34749,16946,17803,9612,4894,4718,7479,3208,4271,14420,7281,7139,2791,1335,1456,447,228,219
2027,113,Dallas County,58,58 yrs,31821,15823,15998,8977,4571,4406,6862,3065,3797,12968,6668,6300,2620,1324,1296,394,195,199
2027,113,Dallas County,59,59 yrs,31218,15287,15931,8746,4404,4342,7011,3057,3954,12640,6424,6216,2409,1201,1208,412,201,211
2027,113,Dallas County,60,60 yrs,30083,14733,15350,8728,4452,4276,6804,2953,3851,12044,6169,5875,2163,986,1177,344,173,171
2027,113,Dallas County,61,61 yrs,29882,14612,15270,8756,4411,4345,7036,3013,4023,11602,5979,5623,2126,1032,1094,362,177,185
2027,113,Dallas County,62,62 yrs,30804,15151,15653,9671,4935,4736,7371,3153,4218,11218,5833,5385,2130,1039,1091,414,191,223
2027,113,Dallas County,63,63 yrs,29647,14515,15132,9981,4947,5034,6949,2947,4002,10197,5377,4820,2127,1048,1079,393,196,197
2027,113,Dallas County,64,64 yrs,29085,13934,15151,10363,5133,5230,6747,2803,3944,9535,4832,4703,2048,983,1065,392,183,209
2027,113,Dallas County,65,65 yrs,27984,13376,14608,10466,5069,5397,6570,2795,3775,8761,4475,4286,1851,884,967,336,153,183
2027,113,Dallas County,66,66 yrs,27714,13302,14412,10378,5053,5325,6562,2768,3794,8531,4381,4150,1885,940,945,358,160,198
2027,113,Dallas County,67,67 yrs,27055,12942,14113,10387,4998,5389,6455,2761,3694,8023,4145,3878,1844,867,977,346,171,175
2027,113,Dallas County,68,68 yrs,25042,11753,13289,10011,4830,5181,5977,2491,3486,7108,3546,3562,1655,753,902,291,133,158
2027,113,Dallas County,69,69 yrs,24227,11331,12896,10008,4793,5215,5789,2439,3350,6462,3177,3285,1660,774,886,308,148,160
2027,113,Dallas County,70,70 yrs,22982,10577,12405,9597,4496,5101,5499,2254,3245,6004,2936,3068,1614,770,844,268,121,147
2027,113,Dallas County,71,71 yrs,21722,10025,11697,9369,4457,4912,5098,2101,2997,5551,2688,2863,1454,661,793,250,118,132
2027,113,Dallas County,72,72 yrs,20525,9393,11132,9180,4282,4898,4745,1936,2809,5030,2442,2588,1353,642,711,217,91,126
2027,113,Dallas County,73,73 yrs,18384,8151,10233,8481,3799,4682,4131,1656,2475,4320,2034,2286,1258,577,681,194,85,109
2027,113,Dallas County,74,74 yrs,17686,7820,9866,8304,3761,4543,3936,1555,2381,3965,1851,2114,1291,579,712,190,74,116
2027,113,Dallas County,75,75 yrs,16200,6974,9226,7710,3408,4302,3730,1407,2323,3538,1600,1938,1056,488,568,166,71,95
2027,113,Dallas County,76,76 yrs,15296,6622,8674,7116,3174,3942,3589,1345,2244,3347,1550,1797,1109,496,613,135,57,78
2027,113,Dallas County,77,77 yrs,14168,6042,8126,6840,2991,3849,3211,1212,1999,2938,1309,1629,1054,485,569,125,45,80
2027,113,Dallas County,78,78 yrs,13217,5637,7580,6530,2841,3689,3014,1141,1873,2681,1209,1472,887,411,476,105,35,70
2027,113,Dallas County,79,79 yrs,12697,5291,7406,6698,2871,3827,2765,1044,1721,2386,996,1390,756,345,411,92,35,57
2027,113,Dallas County,80,80 yrs,11700,4865,6835,6532,2824,3708,2288,838,1450,2134,871,1263,660,307,353,86,25,61
2027,113,Dallas County,81,81 yrs,8958,3666,5292,4596,1931,2665,1890,685,1205,1866,780,1086,552,250,302,54,20,34
2027,113,Dallas County,82,82 yrs,8666,3468,5198,4552,1859,2693,1862,632,1230,1640,701,939,551,259,292,61,17,44
2027,113,Dallas County,83,83 yrs,7935,3205,4730,4323,1831,2492,1562,546,1016,1530,603,927,471,211,260,49,14,35
2027,113,Dallas County,84,84 yrs,7218,2822,4396,4042,1625,2417,1438,486,952,1266,496,770,442,205,237,30,10,20
2027,113,Dallas County,85,85 yrs,5994,2277,3717,3354,1316,2038,1213,395,818,1065,421,644,333,136,197,29,9,20
2027,113,Dallas County,86,86 yrs,5455,2046,3409,3030,1181,1849,1082,325,757,1011,400,611,310,134,176,22,6,16
2027,113,Dallas County,87,87 yrs,4682,1722,2960,2620,993,1627,892,274,618,874,330,544,276,121,155,20,4,16
2027,113,Dallas County,88,88 yrs,4058,1483,2575,2333,883,1450,749,223,526,722,266,456,238,108,130,16,3,13
2027,113,Dallas County,89,89 yrs,3464,1255,2209,2001,744,1257,617,182,435,625,232,393,208,94,114,13,3,10
2027,113,Dallas County,90,90 yrs,2901,998,1903,1667,584,1083,528,146,382,506,186,320,189,80,109,11,2,9
2027,113,Dallas County,91,91 yrs,2475,834,1641,1453,507,946,440,106,334,422,155,267,149,65,84,11,1,10
2027,113,Dallas County,92,92 yrs,2125,672,1453,1270,401,869,378,101,277,355,121,234,115,48,67,7,1,6
2027,113,Dallas County,93,93 yrs,1662,523,1139,990,313,677,310,76,234,269,98,171,87,35,52,6,1,5
2027,113,Dallas County,94,94 yrs,1308,385,923,795,238,557,246,51,195,195,66,129,67,29,38,5,1,4
2027,113,Dallas County,95,95+ yrs,3716,1002,2714,2196,589,1607,682,127,555,604,202,402,220,82,138,14,2,12
2028,113,Dallas County,-1,All Ages,3031975,1477968,1554007,759904,374794,385110,696906,323875,373031,1235245,613222,622023,267405,131444,135961,72515,34633,37882
2028,113,Dallas County,0,< 1 yr,45949,23420,22529,8151,4157,3994,9418,4798,4620,22977,11718,11259,3472,1765,1707,1931,982,949
2028,113,Dallas County,1,1 yr,45416,23147,22269,8125,4142,3983,9400,4787,4613,22608,11520,11088,3401,1737,1664,1882,961,921
2028,113,Dallas County,2,2 yrs,45111,22952,22159,8149,4154,3995,9458,4802,4656,22305,11357,10948,3350,1699,1651,1849,940,909
2028,113,Dallas County,3,3 yrs,44790,22803,21987,8180,4170,4010,9508,4833,4675,21983,11187,10796,3301,1683,1618,1818,930,888
2028,113,Dallas County,4,4 yrs,44483,22607,21876,8219,4190,4029,9557,4843,4714,21654,11013,10641,3264,1651,1613,1789,910,879
2028,113,Dallas County,5,5 yrs,44199,22474,21725,8257,4210,4047,9600,4868,4732,21339,10846,10493,3241,1648,1593,1762,902,860
2028,113,Dallas County,6,6 yrs,43907,22266,21641,8326,4239,4087,9622,4871,4751,21005,10653,10352,3217,1622,1595,1737,881,856
2028,113,Dallas County,7,7 yrs,43629,22119,21510,8392,4269,4123,9639,4887,4752,20682,10468,10214,3199,1621,1578,1717,874,843
2028,113,Dallas County,8,8 yrs,43377,21936,21441,8459,4298,4161,9647,4881,4766,20385,10297,10088,3193,1606,1587,1693,854,839
2028,113,Dallas County,9,9 yrs,43099,21787,21312,8512,4320,4192,9648,4890,4758,20098,10131,9967,3175,1604,1571,1666,842,824
2028,113,Dallas County,10,10 yrs,42838,21600,21238,8555,4339,4216,9635,4874,4761,19840,9980,9860,3168,1588,1580,1640,819,821
2028,113,Dallas County,11,11 yrs,42580,21493,21087,8589,4349,4240,9498,4811,4687,19706,9924,9782,3193,1611,1582,1594,798,796
2028,113,Dallas County,12,12 yrs,42323,21347,20976,8600,4347,4253,9348,4730,4618,19610,9889,9721,3218,1612,1606,1547,769,778
2028,113,Dallas County,13,13 yrs,42056,21246,20810,8589,4332,4257,9195,4663,4532,19542,9872,9670,3231,1630,1601,1499,749,750
2028,113,Dallas County,14,14 yrs,41743,21071,20672,8558,4308,4250,9014,4566,4448,19490,9856,9634,3236,1624,1612,1445,717,728
2028,113,Dallas County,15,15 yrs,41360,20907,20453,8515,4289,4226,8798,4461,4337,19437,9836,9601,3221,1628,1593,1389,693,696
2028,113,Dallas County,16,16 yrs,42060,21186,20874,8892,4463,4429,8708,4399,4309,19659,9923,9736,3443,1731,1712,1358,670,688
2028,113,Dallas County,17,17 yrs,42370,21291,21079,9152,4561,4591,8480,4276,4204,19820,9981,9839,3628,1833,1795,1290,640,650
2028,113,Dallas County,18,18 yrs,40329,20337,19992,6667,3422,3245,8039,4102,3937,21027,10464,10563,3391,1763,1628,1205,586,619
2028,113,Dallas County,19,19 yrs,38900,19592,19308,6032,3009,3023,7768,3926,3842,20481,10364,10117,3441,1751,1690,1178,542,636
2028,113,Dallas County,20,20 yrs,41275,20852,20423,6431,3196,3235,8093,4172,3921,21705,10978,10727,3801,1920,1881,1245,586,659
2028,113,Dallas County,21,21 yrs,42081,21153,20928,6712,3419,3293,8593,4394,4199,21700,10886,10814,3932,1946,1986,1144,508,636
2028,113,Dallas County,22,22 yrs,42923,21247,21676,7091,3577,3514,9027,4487,4540,21335,10511,10824,4260,2107,2153,1210,565,645
2028,113,Dallas County,23,23 yrs,43930,21632,22298,7931,3980,3951,9246,4570,4676,21046,10317,10729,4579,2247,2332,1128,518,610
2028,113,Dallas County,24,24 yrs,44842,22083,22759,8542,4298,4244,9546,4630,4916,20644,10125,10519,4911,2474,2437,1199,556,643
2028,113,Dallas County,25,25 yrs,45732,22340,23392,9052,4606,4446,9886,4781,5105,20405,9942,10463,5192,2447,2745,1197,564,633
2028,113,Dallas County,26,26 yrs,46651,22900,23751,9377,4772,4605,10393,5060,5333,20808,10161,10647,4953,2377,2576,1120,530,590
2028,113,Dallas County,27,27 yrs,46981,23142,23839,9606,5014,4592,10509,5153,5356,20385,9870,10515,5324,2596,2728,1157,509,648
2028,113,Dallas County,28,28 yrs,46343,22633,23710,9726,5010,4716,11061,5295,5766,19445,9425,10020,4957,2348,2609,1154,555,599
2028,113,Dallas County,29,29 yrs,44790,21791,22999,9731,5056,4675,10917,5254,5663,18266,8638,9628,4695,2337,2358,1181,506,675
2028,113,Dallas County,30,30 yrs,44300,21658,22642,9816,5128,4688,11276,5496,5780,17406,8221,9185,4573,2263,2310,1229,550,679
2028,113,Dallas County,31,31 yrs,44411,21507,22904,10253,5328,4925,11592,5523,6069,16842,7985,8857,4587,2161,2426,1137,510,627
2028,113,Dallas County,32,32 yrs,44158,21435,22723,10110,5226,4884,11810,5789,6021,16483,7631,8852,4584,2233,2351,1171,556,615
2028,113,Dallas County,33,33 yrs,44920,22079,22841,10401,5456,4945,12684,6142,6542,16018,7600,8418,4596,2323,2273,1221,558,663
2028,113,Dallas County,34,34 yrs,43999,21387,22612,10086,5276,4810,12791,6168,6623,15462,7283,8179,4542,2148,2394,1118,512,606
2028,113,Dallas County,35,35 yrs,43264,21044,22220,9647,5044,4603,13471,6485,6986,15188,7158,8030,3855,1886,1969,1103,471,632
2028,113,Dallas County,36,36 yrs,42422,20739,21683,9813,5062,4751,12898,6292,6606,14750,7002,7748,3991,1937,2054,970,446,524
2028,113,Dallas County,37,37 yrs,42684,20849,21835,9960,5142,4818,12789,6098,6691,14867,7061,7806,4066,2072,1994,1002,476,526
2028,113,Dallas County,38,38 yrs,41888,20551,21337,10030,5242,4788,12312,5752,6560,14455,7055,7400,4128,2054,2074,963,448,515
2028,113,Dallas County,39,39 yrs,40339,19683,20656,9713,4845,4868,11421,5329,6092,14094,7071,7023,4266,2070,2196,845,368,477
2028,113,Dallas County,40,40 yrs,40691,20072,20619,10311,5127,5184,10829,4986,5843,14483,7256,7227,4208,2325,1883,860,378,482
2028,113,Dallas County,41,41 yrs,40636,19688,20948,10752,5249,5503,10298,4723,5575,14641,7373,7268,4124,2017,2107,821,326,495
2028,113,Dallas County,42,42 yrs,41148,19814,21334,11159,5432,5727,10103,4467,5636,14707,7369,7338,4338,2144,2194,841,402,439
2028,113,Dallas County,43,43 yrs,39406,19276,20130,10696,5212,5484,9396,4230,5166,14564,7360,7204,3998,2145,1853,752,329,423
2028,113,Dallas County,44,44 yrs,39148,18948,20200,10339,5207,5132,9054,4042,5012,14614,7335,7279,4407,2018,2389,734,346,388
2028,113,Dallas County,45,45 yrs,40448,19566,20882,10451,5265,5186,9229,4058,5171,15486,7760,7726,4486,2129,2357,796,354,442
2028,113,Dallas County,46,46 yrs,39458,19300,20158,10078,5066,5012,8851,3921,4930,15521,7896,7625,4241,2064,2177,767,353,414
2028,113,Dallas County,47,47 yrs,39488,19114,20374,9895,4954,4941,8942,3919,5023,16008,8103,7905,4020,1843,2177,623,295,328
2028,113,Dallas County,48,48 yrs,39611,19389,20222,9437,4802,4635,8850,3860,4990,16542,8401,8141,4082,1990,2092,700,336,364
2028,113,Dallas County,49,49 yrs,36460,17912,18548,8668,4408,4260,8170,3603,4567,15384,7840,7544,3651,1778,1873,587,283,304
2028,113,Dallas County,50,50 yrs,36430,17823,18607,8517,4295,4222,7787,3372,4415,16097,8211,7886,3479,1710,1769,550,235,315
2028,113,Dallas County,51,51 yrs,35748,17305,18443,8337,4284,4053,7672,3306,4366,15847,7851,7996,3351,1611,1740,541,253,288
2028,113,Dallas County,52,52 yrs,35553,17068,18485,8129,4118,4011,7345,3115,4230,15939,7854,8085,3630,1725,1905,510,256,254
2028,113,Dallas County,53,53 yrs,36155,17711,18444,8369,4274,4095,7359,3202,4157,16437,8254,8183,3491,1736,1755,499,245,254
2028,113,Dallas County,54,54 yrs,34044,16410,17634,7975,4021,3954,7155,3047,4108,15203,7495,7708,3302,1642,1660,409,205,204
2028,113,Dallas County,55,55 yrs,34407,16837,17570,8298,4268,4030,7350,3192,4158,15094,7567,7527,3165,1555,1610,500,255,245
2028,113,Dallas County,56,56 yrs,34587,16853,17734,8746,4428,4318,7519,3278,4241,14806,7361,7445,3079,1565,1514,437,221,216
2028,113,Dallas County,57,57 yrs,34808,16826,17982,9478,4832,4646,7686,3277,4409,14174,6977,7197,3011,1526,1485,459,214,245
2028,113,Dallas County,58,58 yrs,34540,16803,17737,9474,4819,4655,7392,3158,4234,14401,7254,7147,2834,1349,1485,439,223,216
2028,113,Dallas County,59,59 yrs,31605,15675,15930,8845,4498,4347,6777,3014,3763,12940,6636,6304,2657,1337,1320,386,190,196
2028,113,Dallas County,60,60 yrs,31007,15151,15856,8621,4338,4283,6922,3007,3915,12614,6395,6219,2446,1214,1232,404,197,207
2028,113,Dallas County,61,61 yrs,29648,14479,15169,8512,4332,4180,6673,2876,3797,11928,6099,5829,2195,1003,1192,340,169,171
2028,113,Dallas County,62,62 yrs,29421,14348,15073,8534,4289,4245,6893,2933,3960,11480,5902,5578,2156,1050,1106,358,174,184
2028,113,Dallas County,63,63 yrs,30297,14859,15438,9419,4795,4624,7215,3065,4150,11098,5758,5340,2158,1056,1102,407,185,222
2028,113,Dallas County,64,64 yrs,29126,14222,14904,9713,4801,4912,6794,2863,3931,10073,5300,4773,2158,1066,1092,388,192,196
2028,113,Dallas County,65,65 yrs,28562,13649,14913,10078,4978,5100,6597,2724,3873,9424,4768,4656,2077,1000,1077,386,179,207
2028,113,Dallas County,66,66 yrs,27404,13050,14354,10197,4919,5278,6444,2727,3717,8615,4383,4232,1828,875,953,320,146,174
2028,113,Dallas County,67,67 yrs,27103,12956,14147,10098,4896,5202,6429,2700,3729,8379,4281,4098,1855,926,929,342,153,189
2028,113,Dallas County,68,68 yrs,26429,12590,13839,10097,4838,5259,6320,2690,3630,7873,4047,3826,1810,852,958,329,163,166
2028,113,Dallas County,69,69 yrs,24421,11402,13019,9717,4665,5052,5842,2420,3422,6963,3452,3511,1623,739,884,276,126,150
2028,113,Dallas County,70,70 yrs,23599,10983,12616,9701,4622,5079,5652,2369,3283,6326,3092,3234,1626,758,868,294,142,152
2028,113,Dallas County,71,71 yrs,22462,10272,12190,9352,4355,4997,5372,2185,3187,5887,2859,3028,1599,761,838,252,112,140
2028,113,Dallas County,72,72 yrs,21189,9709,11480,9113,4309,4804,4968,2028,2940,5439,2614,2825,1435,649,786,234,109,125
2028,113,Dallas County,73,73 yrs,19971,9071,10900,8917,4133,4784,4607,1863,2744,4914,2365,2549,1331,628,703,202,82,120
2028,113,Dallas County,74,74 yrs,17865,7854,10011,8220,3654,4566,4011,1593,2418,4217,1967,2250,1236,562,674,181,78,103
2028,113,Dallas County,75,75 yrs,17136,7514,9622,8029,3610,4419,3810,1490,2320,3856,1784,2072,1264,563,701,177,67,110
2028,113,Dallas County,76,76 yrs,15647,6688,8959,7434,3265,4169,3577,1334,2243,3446,1544,1902,1039,482,557,151,63,88
2028,113,Dallas County,77,77 yrs,14718,6323,8395,6837,3030,3807,3430,1268,2162,3246,1490,1756,1084,486,598,121,49,72
2028,113,Dallas County,78,78 yrs,13590,5747,7843,6549,2842,3707,3062,1140,1922,2842,1252,1590,1025,474,551,112,39,73
2028,113,Dallas County,79,79 yrs,12622,5337,7285,6228,2689,3539,2858,1070,1788,2581,1150,1431,861,398,463,94,30,64
2028,113,Dallas County,80,80 yrs,12065,4979,7086,6358,2701,3657,2609,971,1638,2286,943,1343,731,334,397,81,30,51
2028,113,Dallas County,81,81 yrs,11161,4591,6570,6215,2660,3555,2176,782,1394,2058,833,1225,635,294,341,77,22,55
2028,113,Dallas County,82,82 yrs,8496,3435,5061,4346,1806,2540,1787,634,1153,1790,741,1049,526,237,289,47,17,30
2028,113,Dallas County,83,83 yrs,8171,3230,4941,4279,1727,2552,1754,583,1171,1562,662,900,524,244,280,52,14,38
2028,113,Dallas County,84,84 yrs,7432,2957,4475,4036,1688,2348,1460,497,963,1448,563,885,446,198,248,42,11,31
2028,113,Dallas County,85,85 yrs,6711,2583,4128,3746,1485,2261,1337,440,897,1188,460,728,415,190,225,25,8,17
2028,113,Dallas County,86,86 yrs,5521,2065,3456,3079,1190,1889,1108,352,756,992,387,605,317,129,188,25,7,18
2028,113,Dallas County,87,87 yrs,4984,1839,3145,2753,1054,1699,986,290,696,930,363,567,295,127,168,20,5,15
2028,113,Dallas County,88,88 yrs,4224,1524,2700,2350,873,1477,804,238,566,796,297,499,256,112,144,18,4,14
2028,113,Dallas County,89,89 yrs,3612,1298,2314,2063,765,1298,666,196,470,650,236,414,220,99,121,13,2,11
2028,113,Dallas County,90,90 yrs,3039,1075,1964,1743,633,1110,540,152,388,555,203,352,190,85,105,11,2,9
2028,113,Dallas County,91,91 yrs,2505,838,1667,1427,487,940,457,118,339,441,160,281,172,72,100,8,1,7
2028,113,Dallas County,92,92 yrs,2106,690,1416,1219,414,805,384,87,297,362,131,231,132,57,75,9,1,8
2028,113,Dallas County,93,93 yrs,1767,546,1221,1042,317,725,321,87,234,298,100,198,100,41,59,6,1,5
2028,113,Dallas County,94,94 yrs,1339,406,933,790,239,551,250,58,192,221,79,142,73,29,44,5,1,4
2028,113,Dallas County,95,95+ yrs,3802,1032,2770,2191,591,1600,732,137,595,627,210,417,238,92,146,14,2,12
2029,113,Dallas County,-1,All Ages,3069250,1494918,1574332,756834,373324,383510,705824,328232,377592,1253192,620795,632397,278717,136924,141793,74683,35643,39040
2029,113,Dallas County,0,< 1 yr,46305,23625,22680,8076,4118,3958,9436,4817,4619,23193,11829,11364,3619,1850,1769,1981,1011,970
2029,113,Dallas County,1,1 yr,45799,23318,22481,8037,4097,3940,9419,4789,4630,22872,11653,11219,3541,1798,1743,1930,981,949
2029,113,Dallas County,2,2 yrs,45515,23184,22331,8050,4104,3946,9492,4829,4663,22602,11509,11093,3477,1774,1703,1894,968,926
